id,language,true_label,model,strategy,prediction,confidence,explanation
44,Python,ai,gemini-2.5-flash,zero_shot,human,9,"The code uses Python 2 syntax (e.g., `print` statements without parentheses, `raw_input`), which is a strong historical artifact not typically generated by modern AI models. Additionally, the redundant `+''` in `ans.upper().replace(' ', '') +''` is an idiosyncratic human fingerprint."
45,Python,ai,gemini-2.5-flash,zero_shot,human,9,"The code contains a clear typo ('Rossetta Code' instead of 'Rosetta Code') and idiosyncratic spacing (non-breaking spaces '\xa0' mixed with regular spaces) within the print statements, both strong human fingerprints."
46,Python,ai,gemini-2.5-flash,zero_shot,human,9,"The code contains strong human fingerprints: an IDE creation timestamp (`Created on Tue Mar 23...`), distinctive Haskell-style type signatures in comments (`pythTripleCount :: ...`), and inconsistent casing conventions (e.g., `pythTripleCount` vs `main`, `gcd`)."
47,Python,ai,gemini-2.5-flash,zero_shot,ai,8,"No human fingerprints were found. The code contains pedagogical comments that simply restate what the immediately following line of code does (e.g., '# remove leading whitespaces'), which is a common AI fingerprint."
48,Python,ai,gemini-2.5-flash,zero_shot,ai,8,"The code exhibits clear demonstration scaffolding with `for` loops explicitly iterating over `range(20)` to show results, a common AI pattern for providing complete, runnable examples."
49,Python,ai,gemini-2.5-flash,zero_shot,ai,7,"The code is a clean, standard implementation of Bresenham's line algorithm, lacking any human fingerprints such as comments, stylistic inconsistencies, or experimental code fragments. It presents as structurally clean and stylistically uniform."
50,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code contains non-breaking spaces (U+00A0) within the print statement's format string, which are a strong idiosyncratic fingerprint suggesting human authorship, likely from copy-pasting or accidental input."
51,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code contains a commented-out alternative line (`# symb2freq = collections.Counter(txt)`) suggesting experimentation or an alternative approach, and uses Python 2 `print` statements which are specifically contrasted with Python 3 in a comment."
52,Python,human,gemini-2.5-flash,zero_shot,human,7,"The code uses hardcoded paths with comments clarifying the intent behind current vs. root directory operations, suggesting an experimental or specific-task-oriented script rather than generic AI generation, especially given the lack of error handling often seen in AI-generated utilities."
53,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code snippet contains clear REPL/interactive artifacts (the '>>>' prompts), which are a strong indicator of human interaction."
54,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code snippet clearly exhibits REPL/interactive artifacts, specifically the '>>>' prompts and the interleaved execution outputs, which are direct fingerprints of human interaction with an interpreter."
55,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code snippet is a direct transcript of a Python REPL (Read-Eval-Print Loop) session, including `>>>` prompts, interpreter version details, and interleaved input and output, which are strong human fingerprints."
56,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code exhibits an idiosyncratic style with the consistent use of non-breaking spaces (\xa0) instead of regular spaces before most modulo operators (`%`), which is a clear human fingerprint."
57,Python,human,gemini-2.5-flash,zero_shot,human,7,"The code contains an invisible non-breaking space character (U+00A0) on line 2, right before the 'def' keyword, which is an idiosyncratic stylistic artifact unlikely to be generated by an AI."
58,Python,human,gemini-2.5-flash,zero_shot,human,8,"The use of idiosyncratic output delimiters (`«««` and `»»»`) in the example usage and the specific, curated content of the test strings (e.g., historical quotes, unique character sequences, emojis) are strong human fingerprints."
59,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code contains non-breaking spaces (U+00A0) in the class docstring and the `__str__` method's format string, an idiosyncratic whitespace artifact commonly introduced by human interaction with text editors or copy-pasting."
60,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code contains an idiosyncratic non-breaking space (U+00A0) as indentation before the first `print` statement, a common residue of human text editing errors. Additionally, the single-letter uppercase function names `F` and `M` are an unusual, terse style, which, while valid, is more characteristic of human choice (e.g., competitive programming or mathematical notation) than AI's typical descriptive naming conventions."
61,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code contains clear REPL/interactive session artifacts (>>> prompts and output), a colloquial comment ('# The following is not normally done'), and a Python 2/3 compatibility idiom for importing `reduce` ('# Py3K'), all of which are strong human fingerprints."
62,Python,human,gemini-2.5-flash,zero_shot,ai,7,"No human fingerprints were found. The code is minimal, structurally clean, and lacks any idiosyncratic stylistic choices, comments, or experimental artifacts characteristic of human authorship."
63,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code contains a strong human fingerprint: an explicit comment referencing an external Rosetta Code link for an obscure language (`bottles.qky`), and an idiosyncratic naming convention (`X.HQ9+`) indicative of specific human design choices."
64,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code snippet contains clear REPL/interactive artifacts (e.g., '>>>' prompts, interleaved output) and idiosyncratic whitespace (a non-breaking space ' ' before the modulo operator and on blank lines), which are strong indicators of human authorship."
65,Python,human,gemini-2.5-flash,zero_shot,ai,7,"No human fingerprints were found. The code is clean, uses idiomatic Python, and includes clear demonstration scaffolding at the end without a functional 'if __name__ == ""__main__"":' block, which is a common AI fingerprint."
66,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code exhibits multiple strong human fingerprints: commented-out experimental code (`#show_spiral(1001, ...)`), Python 2/3 compatibility boilerplate (`# coding=UTF-8`, `from __future__`, `u'♞'`), and informal explanatory comments (`# black are the primes`, `# how to show prime cells`)."
67,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code contains non-breaking space characters (U+00A0) where standard spaces should be, specifically in `num % factor` and on the blank line before `if __name__ == '__main__':`. This is an idiosyncratic style artifact unlikely to be generated by AI."
68,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code contains distinctive human fingerprints, specifically Haskell-style type signatures in comments (e.g., `palinDay :: Int -> [ISO Date]`, `main :: IO ()`), indicating a specific personal idiom."
69,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code contains a typo ('cordinates' instead of 'coordinates') in a comment, which is a strong human fingerprint."
70,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code uses Python 2 `print` statement syntax (`print time.ctime()`) which is a distinctive language idiom not commonly generated by modern AI without explicit prompting, indicating it was likely written during the Python 2 era or by someone familiar with it."
71,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code snippet clearly exhibits REPL/interactive artifacts, including the '>>>' prompts and direct output from the interpreter, which are strong indicators of human interaction."
72,Python,human,gemini-2.5-flash,zero_shot,ai,8,"No human fingerprints were found. The code includes a boilerplate `if __name__ == '__main__':` block with a trivial demonstration, which is a common AI fingerprint."
73,Python,human,gemini-2.5-flash,zero_shot,human,8,"The docstring contains an incomplete sentence/typo ('this does NOT return'), which is a clear human fingerprint indicating an unfinished thought or oversight."
74,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code exhibits multiple human fingerprints, including Python 2 style `print` statements, inconsistent naming conventions (`randomValue` is camelCase while other functions are snake_case), hardcoded development credentials, and unusual whitespace artifacts (non-breaking spaces and tabs) indicative of manual editing."
75,Python,human,gemini-2.5-flash,zero_shot,ai,6,"No human fingerprints were found. The code is clean, stylistically uniform, and lacks any idiosyncratic elements, comments, or experimental code that would indicate human authorship."
76,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code contains non-ASCII non-breaking spaces (U+00A0, represented as \xc2\xa0) within the module's docstring and the `print` statement in the `main` function, which is a strong idiosyncratic fingerprint often resulting from human copy-pasting from web pages or rich text editors."
77,Python,human,gemini-2.5-flash,zero_shot,ai,8,"No distinctive human fingerprints such as experimental code, informal comments, or stylistic inconsistencies were found. The code exhibits a clean, uniform style with pedagogical docstrings and a self-contained demonstration block, which are common AI-generated characteristics."
78,Python,human,gemini-2.5-flash,zero_shot,human,7,"The code exhibits a minor idiosyncratic style fingerprint: inconsistent leading space within the array definition (e.g., `[ 7., 8., 9.]` vs. `[1., 2., 3.]`)."
79,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code uses Python 2-specific syntax (`xrange`, `print` statement) and contains non-breaking space characters (U+00A0) as indentation, which are strong indicators of human authorship or specific legacy code, not typical of AI."
80,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code contains commented-out experimental code (`#return 1 + len(...)`) within the farey function, which is a strong human fingerprint indicating an iterative development process."
81,Python,human,gemini-2.5-flash,zero_shot,human,8,"The print statement contains idiosyncratic formatting due to the irregular use of non-breaking spaces (U+00A0) mixed with regular spaces for visual alignment, indicating manual human tweaking."
82,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code uses Python 2 `print ""...""` syntax mixed with Python 3-like `.format()` within a print statement (which still works in Python 2), a strong indicator of human evolution or specific environment. Additionally, a blank line contains an unusual space character."
83,Python,human,gemini-2.5-flash,zero_shot,human,8,"The function name 'simplemovingaverage' is written in camelCase, which is an idiosyncratic style choice as Python functions are conventionally named using snake_case. This deviates from AI-generated code's typical adherence to conventions."
84,Python,human,gemini-2.5-flash,zero_shot,human,9,"The comment '# what Wikipedia pseudo code calls 'lowlink'' is a distinct human fingerprint, indicating an author's specific knowledge and translation of an algorithm from an external source."
85,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code snippet contains clear REPL/interactive artifacts, including the '>>>' prompt and the direct output from the executed commands."
86,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code contains non-breaking space characters (`\u00A0`) instead of regular spaces in the `print` statement and at the start of the file, which is an idiosyncratic stylistic artifact often introduced by human editing or copy-pasting."
87,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code snippet contains a '>>>' prompt, which is a clear REPL/interactive artifact, indicating human interaction with an interpreter."
88,Python,human,gemini-2.5-flash,zero_shot,human,7,"The code contains non-breaking spaces (\xa0) in the line joining words and on blank lines, which are an 'idiosyncratic or inconsistent style' and a 'residue of authorship' not typically found in perfectly clean AI-generated code."
89,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code uses `xrange`, a Python 2 specific construct, which is a strong distinctive language idiom. Additionally, it contains multiple non-breaking spaces (U+00A0) instead of regular spaces at various points, indicating an idiosyncratic artifact of human editing or copy-pasting."
90,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code contains non-breaking spaces (U+00A0) within the print format string ('  %5d is %d'), which is a distinct idiosyncratic formatting choice. Additionally, there's inconsistent naming style (e.g., `findPeriod` and `longPrimes` are camelCase, while `sieve`, `primes`, and `numbers` are snake_case)."
91,Python,human,gemini-2.5-flash,zero_shot,human,8,"The snippet presents three functionally equivalent lines of code, separated by '# or' comments, which is a strong human fingerprint indicating exploration of alternatives or pedagogical intent."
92,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code contains a clear typo (`return cou` instead of `return counter`) at the end of the `from_section_headers` method. Additionally, the comment about specific wiki heading patterns ('Some wiki headings look like this...') and the `NOTE` regarding the significance of regex pattern order are strong indicators of human interaction and problem-solving experience."
93,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code uses a 'magic number' (4) in `take = curTokens % 4` to implement a specific Nim strategy without explanation, and exhibits minor stylistic inconsistencies like extra spaces in a `print` statement and optional parentheses around `if`/`while` conditions."
94,Python,human,gemini-2.5-flash,zero_shot,human,8,"The comments '# pushing' and '# is empty?' are terse, informal, and colloquial, especially the question mark, resembling personal notes or quick reminders a human might make during coding or learning, rather than the more formal and declarative style typically found in AI-generated explanations."
95,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code uses distinctive Python idioms such as the `urlparse('//{}')` trick for parsing bare netlocs and a dictionary lookup for conditional string formatting, which indicates specific knowledge and idiomatic Python usage."
96,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code snippet contains clear REPL/interactive session artifacts, indicated by the '>>>' prompts and the integrated output. Additionally, there is an idiosyncratic non-breaking space character (' ') within the print statement's format string ('%2i: %r'), which is a strong human fingerprint for inconsistent style."
97,Python,human,gemini-2.5-flash,zero_shot,human,9,"The code contains a typo ('Egyption' instead of 'Egyptian') and uses non-standard non-breaking spaces (U+00A0) within the print statement's format string, which are strong indicators of human authorship."
98,Python,human,gemini-2.5-flash,zero_shot,ai,7,"No clear human fingerprints were found. The code is structurally clean, concise, and lacks any discernible residue of authorship such as comments, stylistic quirks, or experimental code."
99,Python,human,gemini-2.5-flash,zero_shot,human,8,"The code uses idiosyncratic string delimiters (`«««`, `»»»`) in its print statements, a clear stylistic fingerprint of human authorship. The reassignment of the 'this' variable for print labels is also a minor idiosyncratic choice."
100,C,ai,gemini-2.5-flash,zero_shot,human,8,"The code snippet includes a version annotation `// version 1.1.2`, which is a clear human fingerprint indicating authorship and code evolution."
101,C,ai,gemini-2.5-flash,zero_shot,human,8,"The code includes `<math.h>` which is never used, and declares/initializes/clears variable `c` which is also never used, indicating leftover artifacts typical of human iterative development."
102,C,ai,gemini-2.5-flash,zero_shot,ai,7,"No human fingerprints were found, such as personal comments, style inconsistencies, or experimental code. The snippet is structurally clean and stylistically uniform, fitting the default pattern of AI-generated code."
103,C,ai,gemini-2.5-flash,zero_shot,human,8,"The code contains a non-breaking space character (U+00A0) in the printf string within the main function, which is an idiosyncratic textual artifact or a subtle typo often introduced during human editing or copy-pasting."
104,C,ai,gemini-2.5-flash,zero_shot,human,8,"The code exhibits distinctive language idioms specific to writing Ruby C extensions, including the use of Ruby's C API (e.g., `VALUE`, `NUM2DBL`, `rb_bigdecimal_set_rounding_mode`, `rb_define_module_function`, `Init_safe_add`), which demonstrates a specific domain understanding characteristic of human authorship."
105,C,ai,gemini-2.5-flash,zero_shot,human,6,"The code exhibits a minor inconsistency in brace style, using K&R style for `factorion_init` and `factorion_call` but Allman style for `main`."
106,C,ai,gemini-2.5-flash,zero_shot,ai,7,"No human fingerprints were found. The code is structurally clean, stylistically uniform, and lacks any of the idiosyncratic marks of human authorship such as comments, experimental code, or inconsistent styling."
107,C,ai,gemini-2.5-flash,zero_shot,human,8,"The code includes a 'version' annotation `// version 1.1.4-3`, which is a clear human fingerprint. Additionally, the `printf` statements contain non-breaking space characters (`\xA0`), an idiosyncratic detail indicative of human authorship or specific tooling choices."
108,C,ai,gemini-2.5-flash,zero_shot,human,9,"The code includes a version annotation (""// version 1.1.0"") and utilizes a distinctive C language idiom (a nested function for `swap`, which is a GCC extension), both strong indicators of human authorship."
109,C,ai,gemini-2.5-flash,zero_shot,human,8,"The code implements a distinctive non-deterministic choice ('amb') operator with explicit state management, representing a specific algorithmic idiom in C. It also utilizes C99 compound literals, which demonstrate knowledge of particular C language features."
110,C,ai,gemini-2.5-flash,zero_shot,ai,7,"No human fingerprints were found; the code is structurally clean, stylistically uniform, and lacks any idiosyncratic elements, specific author annotations, or experimental residue characteristic of human authorship."
111,C,ai,gemini-2.5-flash,zero_shot,human,8,"The `printMatrix` function displays idiosyncratic string formatting and memory management, specifically the repeated allocation of an excessively large `tmp` buffer with `malloc` and immediate `free` within the printing loop, a pattern less typical of AI-generated idiomatic C."
112,C,ai,gemini-2.5-flash,zero_shot,human,7,"The code uses 'magic numbers' (`\x1b[?25l` and `\x1b[?25h`) directly for terminal control without explanation, a common shortcut for human developers familiar with such sequences."
113,C,ai,gemini-2.5-flash,zero_shot,human,8,"The code exhibits inconsistent indentation: the `less_than_preceding++;` line is indented with a tab character, while other lines within the `main` function are indented with 3 spaces."
114,C,ai,gemini-2.5-flash,zero_shot,human,9,"Multiple informal/colloquial comments are present (e.g., 'Do something nice with it!', 'cleanup curl stuff', 'get it!'). Additionally, a comment provides context and reasoning ('some servers don't like requests... so we provide one') rather than merely restating the following line, indicating human thought."
115,C,ai,gemini-2.5-flash,zero_shot,human,7,"The specific non-round value `0.0315` used for the x-axis step in the character-based plot is a 'magic number' that suggests human fine-tuning for display aspect ratio, rather than a generic or mathematically obvious constant."
116,C,ai,gemini-2.5-flash,zero_shot,human,9,"The code contains a clear typo and syntactic error: `isbn[i] ==''` (an empty character literal), which is an invalid C construct and a strong human fingerprint of a coding mistake."
117,C,ai,gemini-2.5-flash,zero_shot,human,8,"The unusual `for (i = false; i <= true; i++)` loop to iterate boolean values is a distinctive language idiom, exploiting C's implicit type conversion in a non-standard way, indicative of human authorship."
118,C,ai,gemini-2.5-flash,zero_shot,human,9,"The code contains critical logical errors: the 'count' variable is initialized to 1 but used in calculations as if it represents the number of iterations (which is 5), leading to incorrect results and a division-by-zero error (count - 1) in the 'spl_dev' calculation. Such fundamental logical flaws are characteristic human fingerprints."
119,C,ai,gemini-2.5-flash,zero_shot,human,9,"The code exhibits inconsistent brace style (K&R for `main` function, Allman for `for` and `if` blocks) and uses the magic number `0.55` without explanation, both strong indicators of human authorship."
120,C,ai,gemini-2.5-flash,zero_shot,human,9,"The code exhibits multiple severe memory management errors (e.g., attempting to `free` a string literal, `strcat` on overlapping buffers, confusing pointer assignments) and a highly idiosyncratic, buggy string comparison function (`longer`) that incorrectly uses array indexing, pointing to a human struggle with C's low-level memory and string handling."
121,C,ai,gemini-2.5-flash,zero_shot,human,8,"The code contains non-breaking space characters (U+00A0) on what appear to be empty lines. This is an idiosyncratic artifact, often a residue of specific editor configurations or copy-paste operations, pointing to human authorship rather than AI generation."
122,C,ai,gemini-2.5-flash,zero_shot,human,7,"The code uses a magic number (100) for the line buffer size without explanation or robust error handling, a common shortcut/oversight in human-written C code for simple utilities. There's also a mild inconsistency in brace style (K&R for `main`, Allman for `if` blocks)."
123,C,ai,gemini-2.5-flash,zero_shot,ai,7,"No human fingerprints such as experimental code, inconsistent style, or informal comments were found. The code is structurally clean and stylistically uniform, aligning with the featureless default of AI-generated code."
124,C,ai,gemini-2.5-flash,zero_shot,human,9,"The code exhibits significant memory management flaws (e.g., memory leaks for `less`, `pivotList`, `more` arrays in recursive calls, and for `result` in `main`; inconsistent return of `arr` vs. newly allocated memory), which are strong fingerprints of human error or an evolving understanding of C, rather than the 'structurally clean' output of an AI."
125,C,ai,gemini-2.5-flash,zero_shot,human,8,"The `decodeMTF` function contains a bug where its loop iterates 26 times, assuming the input array (`numList`) and output array (`word`) are always 26 elements long. This will cause out-of-bounds reads and writes for the test cases provided (e.g., 'broood' has length 6), a common human oversight in C programming."
126,C,ai,gemini-2.5-flash,zero_shot,human,9,"The code contains non-breaking space characters (U+00A0) instead of regular spaces (U+0020) within the printf format strings (e.g., 'a:  %016b') and potentially in blank lines, which is an idiosyncratic formatting choice highly indicative of human authorship or specific editor usage."
127,C,ai,gemini-2.5-flash,zero_shot,human,7,"The code exhibits idiosyncratic variable naming conventions, mixing `snake_case` for struct members (`length`, `index`) with `camelCase` for local variables (`maxLength`, `minLength`, `predicateMax`), alongside single-letter (`Q`, `i`) and abbreviated (`li`) identifiers."
