id,language,true_label,model,strategy,prediction,confidence,explanation
20,Python,ai,claude-haiku,cot,ai,7,"No human fingerprints observed: no comments, version markers, idiosyncratic style inconsistencies, debug artifacts, or colloquial language. Multiple AI markers present: generic pedagogical loop structure, placeholder variable names (i, j, k, count), exhaustive nested conditionals with redundant skip logic (three separate continue statements), and demonstration-style print output with formatted strings showing results."
21,Python,ai,claude-haiku,cot,human,7,"The code contains informal, idiosyncratic comments ('# Enqueue.' and '# Dequeue.') that restate obvious operations in a colloquial style, characteristic of someone writing exploratory or tutorial code. Additionally, the comment '# 42' at the end confirms expected output, suggesting interactive debugging or learning-by-example rather than polished production code."
22,Python,ai,claude-haiku,cot,human,8,"Multiple human fingerprints present: (1) deprecated Python 2 syntax (urllib2, print statement without parentheses, string formatting with %) indicating code written before Python 3 migration; (2) hardcoded URLs embedded directly in code without configuration or comments explaining their purpose; (3) generic variable names like 'get1', 'get2', 'match1', 'match2' and 'qtdmbr' that suggest exploratory/iterative development rather than polished design; (4) no docstrings, type hints, or pedagogical comments—purely functional with minimal annotation, typical of working code rather than AI generation."
23,Python,ai,claude-haiku,cot,human,8,"The code exhibits multiple human fingerprints: inconsistent style (single-letter variable names like 'x', 'z', 'l', 'r', 'c' mixed with descriptive names; abbreviated function name 'ce'; assignment within append call 'tbl.append(tr = ce(...))' which is unconventional); hardcoded magic numbers (0, 10000) without explanation; and idiosyncratic shortcuts typical of interactive development or quick scripts rather than polished AI-generated code."
24,Python,ai,claude-haiku,cot,ai,7,"No human fingerprints observed: no version annotations, no commented-out code, no idiosyncratic style inconsistencies, no debug artifacts, no colloquial comments, no typos. Multiple AI markers present: pedagogical comments restating function logic (e.g., 'if i < x and j < y'), placeholder variable names ('result', 'sum', 'sign'), demonstration scaffolding with 'test()' function and three example invocations at the end, and exhaustive nested conditionals in the minor() function for a straightforward task."
25,Python,ai,claude-haiku,cot,ai,7,"No human fingerprints observed: no dated annotations, no idiosyncratic style variation, no commented-out code, no typos or informal comments. The code exhibits AI markers: pedagogically simple structure, placeholder variable naming ('my_socket'), and demonstration-style scaffolding typical of example code. The code is featureless and clean, lacking the residue of actual debugging or authorship."
26,Python,ai,claude-haiku,cot,ai,7,"No human fingerprints observed: no version annotations, debug artifacts, idiosyncratic style inconsistencies, commented-out code, or informal comments. Multiple AI markers present: pedagogical comments restating what each print statement does (e.g., '# sine' above the sine calculation), placeholder-flavored variable names ('sine', 'cosine', 'tangent'), and demonstration scaffolding showing basic math library usage without practical purpose."
27,Python,ai,claude-haiku,cot,human,7,"The code contains a version annotation ('# version 1.1.2') at the top, which is a dated/versioned fingerprint of authorship. Additionally, the nested list comprehension initializes all elements to 2.0 (m+1 where m=1.0) rather than 1-120 as the comment claims, suggesting a mismatch between intent and implementation—a characteristic debugging artifact. The inconsistent commenting style (some lines with inline comments, some without) and the somewhat awkward nested loop structure also suggest human incremental development rather than AI generation."
28,Python,ai,claude-haiku,cot,human,8,"The code contains multiple human fingerprints: (1) inconsistent and redundant output structure with three separate print statements including an empty print() that serves no clear purpose, suggesting iterative debugging; (2) the variable name 'abbr' is misleading—the code extracts first characters via regex (\b\w) but the result is unclear, indicating exploratory/unpolished code; (3) the 'Minimum size:' label does not match what is computed (it's just the length), suggesting trial-and-error naming; (4) no docstring, type hints, or pedagogical comments—the code is written for personal use, not demonstration."
29,Python,ai,claude-haiku,cot,human,7,"The code contains idiosyncratic style choices and practical debugging artifacts: the print statement 'Be patient. This takes about 10 seconds to render.' is an informal, colloquial comment reflecting lived experience with performance iteration; the magic numbers (0.85, 0.04, 1.6, etc.) are unexplained coefficient values typical of a Barnsley fern fractal implementation that a human would discover and hardcode; the variable reuse (i, j reassigned from loop counter to pixel coordinates) and the specific pixel increment value (2_560) suggest exploratory, iterative refinement rather than clean AI generation."
30,Python,ai,claude-haiku,cot,ai,7,"No human fingerprints observed: no version annotations, no idiosyncratic style inconsistencies, no commented-out experimental code, no colloquial comments, no stack-overflow artifacts. Multiple AI markers present: pedagogical comments restating what lines do (""# prints 2""), demonstration scaffolding with example usage block at the bottom, placeholder-style function and variable names (""a"", ""m"", ""half""), and exhaustive edge-case handling (even-length list check) for a trivial median implementation. The code is structurally clean and stylistically uniform throughout."
31,Python,ai,claude-haiku,cot,ai,7,"No human fingerprints observed: no version annotations, personal comments, idiosyncratic style inconsistencies, debug artifacts, or colloquial language. Multiple AI markers present: pedagogical function names ('filtering_method', 'precalculating_method'), exhaustive comments restating logic ('# Generate points', '# draw the points'), boilerplate if __name__ == '__main__' structure, and placeholder-flavored variable names ('rows', 'possible_points'). The code is stylistically uniform and defensively structured without evidence of lived debugging experience."
32,Python,ai,claude-haiku,cot,ai,6,"No human fingerprints observed. The code is structurally clean and minimal with no comments, version annotations, idiosyncratic style, or debug artifacts. However, it also lacks distinctive AI markers beyond pedagogical comments; it is simply featureless anonymous code that could plausibly be either source."
33,Python,ai,claude-haiku,cot,ai,7,"The code exhibits multiple AI fingerprints: pedagogical comments restating what each line does (e.g., '# prints ""default implementation""'), demonstration scaffolding with an exhaustive if __name__ == ""__main__"": block showing all usage scenarios, placeholder-flavored class names (Delegator, Delegate, Thingable), and uniform structure with no idiosyncratic style. No human fingerprints such as debug artifacts, version annotations, inconsistent style, commented-out experiments, or colloquial comments are present."
34,Python,ai,claude-haiku,cot,human,8,"The code exhibits clear human fingerprints: inconsistent MAC address formatting across the three test calls (dashes vs. colons vs. incomplete addresses), suggesting iterative exploration or testing rather than deliberate design. The minimal, functional style without docstrings or pedagogical comments, combined with practical (not exhaustive) error handling, reflects working code evolved through REPL-like experimentation rather than AI-generated scaffolding."
35,Python,ai,claude-haiku,cot,human,7,"The code exhibits human fingerprints: hardcoded magic number (65536) used without explanation in the main() function, idiosyncratic parameter naming ('bytes' as function parameter shadowing builtin, 'buf' and 'len' as abbreviated names), and direct ctypes binding boilerplate that shows exploratory low-level work rather than polished library wrapping. The absence of docstrings, error handling beyond basic fd checks, and the raw /dev/dsp device access pattern suggests hands-on experimentation rather than generated scaffolding."
36,Python,ai,claude-haiku,cot,ai,7,"No human fingerprints observed. The code exhibits multiple AI markers: pedagogical simplicity, placeholder-flavored variable naming ('s'), demonstration scaffolding (trivial main function with argc/argv boilerplate), and structurally clean, uniform style. This is featureless default code lacking any residue of authorship."
37,Python,ai,claude-haiku,cot,human,7,"The code exhibits idiosyncratic style choices characteristic of lived development: inconsistent spacing around operators (e.g., 'current['next']!= current' lacks space before !=), unconventional use of dictionaries instead of a proper Node class for circular linked list construction, and the awkward 'return self' in __init__ (which is non-idiomatic Python). These stylistic quirks and the pragmatic-but-inelegant approach to the Josephus problem suggest iterative, exploratory coding rather than AI-generated pedagogical polish."
38,Python,ai,claude-haiku,cot,unknown,50,parse_error
39,Python,ai,claude-haiku,cot,human,8,"Multiple human fingerprints present: (1) inconsistent and idiosyncratic syntax errors suggesting live debugging—ternary operator syntax '(condition? true : false)' is JavaScript, not valid Python; (2) logic errors like '~q2' (bitwise NOT) instead of comparison operators, and '.join(', ')' called on a list instead of a string; (3) inefficient/redundant approaches (regex compile for single find, manual loop to collect matches) suggesting evolving problem-solving rather than clean generation; (4) hardcoded test values and exploratory structure typical of interactive development."
40,Python,ai,claude-haiku,cot,ai,7,"No human fingerprints detected: code is stylistically uniform, lacks commented-out experiments, debug artifacts, or idiosyncratic patterns. Multiple AI markers present: pedagogical docstring ('Return a pretty-printed XML string'), demonstration scaffolding (if __name__ == '__main__' around trivial CLI wrapper), generic placeholder naming ('data', 'result' via 'rfp', 'wfp'), and defensive try-except structure absent but replaced with overly formal headers dictionary. The code is clean, anonymous, and structurally characteristic of AI generation."
41,Python,ai,claude-haiku,cot,human,7,"The code exhibits idiosyncratic stylistic choices: inconsistent spacing in print statements (""Original String"" vs ""Substring"" with aligned arrows and brackets), and the use of split()[1] as a substring extraction method rather than slicing — a characteristic pattern from interactive problem-solving or live coding where one discovers what works. The alignment of output labels suggests manual formatting during an iterative session."
42,Python,ai,claude-haiku,cot,ai,7,"No human fingerprints observed: no version annotations, debug artifacts, idiosyncratic style mixing, commented-out code, colloquial comments, or distinctive idioms. Multiple AI markers present: pedagogical structure (simple matrix multiplication with explanatory variable names like 'out', 'dat'), demonstration scaffolding (example usage block at bottom showing instantiation and method calls), placeholder-flavored naming ('dat', 'out'), and exhaustive edge-case handling (hardcoded 3×3 loops despite no task specification). The code is structurally clean and stylistically uniform throughout."
43,Python,ai,claude-haiku,cot,ai,6,"No human fingerprints observed: no version annotations, no idiosyncratic style inconsistencies, no commented-out code, no debug artifacts, and no distinctive language idioms. The code is structurally clean and generic. Mild AI markers present (pedagogical simplicity, placeholder variable names like 'seconds'), but the code is simple enough to be ambiguous—it could plausibly be human-written quick prototyping. Classified as AI by default under the asymmetric rule."
44,Python,ai,claude-haiku,cot,human,8,"Multiple human fingerprints observed: Python 2 syntax (print statements without parentheses, raw_input), idiosyncratic variable naming (DONE, RIGHT, LOW as magic constants), commented-out or minimal scaffolding style, and a simple recursive guessing game structure that shows debugging/iterative development rather than polished design. The string concatenation style ('Is it'+ str(g)) and the peculiar ans = raw_input().upper().replace(' ', '') +'' (concatenating empty string) suggest exploratory coding rather than AI generation."
45,Python,ai,claude-haiku,cot,ai,7,"No human fingerprints observed: code is uniformly clean with consistent style, generic variable names (pt, ct, n, e, d), and pedagogical structure typical of demonstration scaffolding. The snippet reads as a textbook RSA implementation example with no debugging artifacts, idiosyncrasies, or personal markers. AI markers present include boilerplate demonstration code, placeholder-flavored naming (pt, ct), and exhaustive but unnecessary ValueError check for a tutorial-style snippet."
46,Python,ai,claude-haiku,cot,human,7,"The code exhibits multiple human fingerprints: (1) dated file header with '@author:' field left blank (Mar 23 2021), suggesting incremental authorship or incomplete documentation; (2) idiosyncratic Haskell-style type signature comments ('pythTripleCount :: ((Int, Int, Int) -> Bool) -> Int -> Int', 'abs :: Num -> Num') mixed with Python type hints, indicating personal coding convention from functional programming background; (3) distinctive variable naming ('xs', 'go') and nested function pattern ('go' closure in gcd) reflecting functional idiom preferences; (4) informal section markers ('# ---------------------- TEST -----------------------', '# MAIN ---') with inconsistent dashes. These accumulated stylistic choices suggest lived coding experience rather than uniform AI generation."
47,Python,ai,claude-haiku,cot,unknown,50,parse_error
48,Python,ai,claude-haiku,cot,human,7,"The code exhibits idiosyncratic style markers: single-letter function names (f, m) and variables (n, i) without justification, a mutually recursive pair with no explanatory comment despite non-obvious behavior, and the specific choice of using map() with range(20) followed by bare print() calls. These choices reflect personal coding habits and problem exploration rather than polished or pedagogical generation. No docstrings, no defensive structure, no explanatory comments—consistent with iterative human experimentation on a mathematical pattern (likely Hofstadter sequences)."
49,Python,ai,claude-haiku,cot,human,7,"This is Bresenham's line algorithm, a classic computer graphics routine with distinctive mathematical idioms (error term tracking, conditional increments with sx/sy sign multipliers) that reflect domain-specific implementation patterns rather than pedagogical scaffolding. The lack of comments, docstrings, or defensive validation is consistent with terse, purposeful code written by someone familiar with the algorithm's mechanics—not AI's typical inclination to over-document or add explanatory boilerplate."
50,Python,human,claude-haiku,cot,human,7,"The code exhibits idiosyncratic stylistic choices characteristic of human authorship: inconsistent string formatting (triple-quoted literals for gifts and days, but % formatting in the print statement), irregular multi-line layout with mixed indentation patterns, and a non-trivial conditional expression that reflects problem-solving iteration rather than pedagogical clarity. The lack of comments, docstrings, or scaffolding, combined with these structural quirks, suggests a human author optimizing for brevity rather than an AI generating defensive, uniformly-documented code."
51,Python,human,claude-haiku,cot,human,8,The code contains multiple human fingerprints: a commented-out alternative implementation ('# in Python 3.1+: # symb2freq = collections.Counter(txt)') showing iterative refinement and awareness of Python version differences; Python 2 print statements indicating code written before Python 3 became standard; and informal comments reflecting a developer's thought process. These traces of lived experience and evolving understanding are characteristic of human authorship.
52,Python,human,claude-haiku,cot,human,7,"The code contains idiosyncratic comments ('# current directory', '# root directory') that restate implicit operations rather than explaining purpose—a quirk of someone actively debugging or exploring file operations. The pattern of removing files in both a local and root directory with minimal explanation suggests experimental or exploratory code rather than production work, characteristic of human development iteration."
53,Python,human,claude-haiku,cot,human,8,"The code contains REPL/interactive artifacts: '>>>' prompts and interactive session output (u'foo' and 'sbb' results) mixed directly with code, characteristic of a copied interactive Python session rather than a script file."
54,Python,human,claude-haiku,cot,human,9,Clear REPL artifact: triple-angle prompts ('>>>') interspersed with code and output results demonstrate interactive session capture. This is distinctive lived debugging showing iterative refinement of throws parameter (1000 → 1000000 → 100000000) to improve Monte Carlo π estimation accuracy—a pattern of experimental exploration characteristic of human interactive work.
55,Python,human,claude-haiku,cot,human,9,"Multiple clear human fingerprints present: REPL/interactive artifacts including Python version banner, '>>>' prompts, help() output, and traceback-style interaction; experimental exploration pattern (testing pprint with multiple tree structures); informal exploratory session structure typical of interactive debugging or documentation work."
56,Python,human,claude-haiku,cot,ai,7,"No human fingerprints observed. The code exhibits multiple AI markers: pedagogical input validation (ValueError messages restating constraints), uniform defensive structure (exhaustive checks for n <= 0 and n % 2 == 0), placeholder-flavored variable names (result, a, n), and clean mathematical implementation without comments, debug artifacts, or idiosyncratic style choices. The absence of any version notes, typos, commented-out code, or personal annotations, combined with pedagogically structured error handling, indicates AI generation."
57,Python,human,claude-haiku,cot,ai,7,"No human fingerprints observed: no version/authorship annotations, no commented-out code, no idiosyncratic style variations, no debug artifacts, no colloquial comments. AI markers present: defensive try/except structure (catching StopIteration) beyond minimal requirements, and the code exhibits pedagogically clean structure with generic naming. The overall absence of lived-experience artifacts and presence of defensive exception handling reinforce the AI classification."
58,Python,human,claude-haiku,cot,human,8,"The code contains multiple human fingerprints: (1) A non-trivial demonstration block with `if __name__ == '__main__'` that uses real-world test cases including edge cases (empty string, emoji, repeated characters, punctuation); (2) Idiosyncratic stylistic choices such as the unusual variable name 'this' being reassigned with descriptive strings, inconsistent spacing around operators in the list comprehension, and the distinctive use of «««» markers in print statements (non-standard debugging/display idiom); (3) The test data itself is quirky and human-curated (Abraham Lincoln quotes, Harry Truman quote, emoji, 'headmistressship') rather than generic placeholder examples. These are clear signs of experimentation and personal iteration."
59,Python,human,claude-haiku,cot,human,8,"The code exhibits multiple human fingerprints: inconsistent exception handling (bare except clauses without explanation), idiosyncratic shortcuts (e.g., `__div__, __rdiv__ = __truediv__, __rtruediv__` tuple assignment pattern), commented docstrings with informal phrasing ('Shorter form', 'Defaults all parts'), and test code at the bottom (`q = Q(1, 2, 3, 4)`) without a main guard—typical of iterative development. The style also shows minor irregularities (e.g., unpacking unpacking syntax `Q(*(x / n2 for x in self.conjugate()))`) that reflect lived problem-solving rather than polished generation."
60,Python,human,claude-haiku,cot,human,7,"The code exhibits idiosyncratic style markers consistent with human authorship: single-letter function names (F, M) without explanation, cryptic mutually recursive definitions suggesting exploratory/puzzle-solving work, and minimal structure typical of interactive experimentation rather than production code. The lack of comments or docstrings combined with the mathematical puzzle nature suggests this is a human-written exploration or coding challenge attempt."
61,Python,human,claude-haiku,cot,human,8,"The snippet contains multiple REPL artifacts (>>> prompts throughout), an informal comment ('# The following is not normally done'), and a try/except pattern with a colloquial note ('Py3K') indicating interactive exploration and debugging rather than polished production code. These are characteristic fingerprints of hands-on experimentation."
62,Python,human,claude-haiku,cot,ai,6,"No human fingerprints observed. The code is stylistically clean and generic with placeholder-flavored variable naming ('rand'), but lacks distinctive evidence of either human authorship or AI scaffolding; it reads as anonymous, minimal code."
63,Python,human,claude-haiku,cot,human,8,"The code contains multiple human fingerprints: idiosyncratic stack-based language (Quackery) with unconventional syntax and naming conventions (accumulator, sourcecode, tally); a reference to an external URL (rosettacode.org) suggesting copy-paste from a live source or learning context; non-standard function definitions with embedded type hints in comments (e.g., '( if required... )'); and inconsistent spacing/layout patterns typical of hand-written stack-based code. The domain-specific idioms and external reference strongly indicate human authorship rather than AI generation."
64,Python,human,claude-haiku,cot,human,9,"Strong human fingerprint: REPL/interactive artifacts present throughout (>>> prompts, traceback-style execution blocks with output interspersed). The code shows iterative exploration and testing in an interactive Python shell, characteristic of lived debugging and experimentation rather than polished AI generation."
65,Python,human,claude-haiku,cot,ai,7,"No human fingerprints observed: no version annotations, no commented-out code, no debug artifacts, no idiosyncratic style inconsistencies, no colloquial comments, no typos. Multiple AI markers present: pedagogical docstring-style comments restating what the code does (implicit in the variable names and structure), demonstration scaffolding with example usage and print statements showing output, consistently placeholder-flavored names ('original', 'encoded', 'decoded'), and exhaustive edge-case handling (both encode and decode functions for a simple cipher). The code is stylistically uniform and structurally clean with no residue of iterative debugging or personal authorship habits."
66,Python,human,claude-haiku,cot,human,8,"Multiple human fingerprints present: (1) Commented-out experimental code at the end ('#show_spiral(1001...)') with informal context ('for filling giant terminals'); (2) Idiosyncratic/inconsistent style—lambda functions defined out of order (cell_str references f before f is defined), then f is reassigned later, suggesting iterative debugging rather than clean design; (3) Informal comment ('how to show prime cells') explaining non-obvious logic; (4) Magic Unicode symbols (♞, ♘) without explanation, typical of interactive development; (5) Conditional logic branches (space == None check appears twice with different behaviors) suggesting evolved rather than planned code."
67,Python,human,claude-haiku,cot,ai,7,"No human fingerprints observed. Multiple AI markers present: pedagogical variable naming (factorwords, factor_and_word), defensive/redundant sort operation, exhaustive demonstration scaffolding with if __name__ == '__main__': block around a trivial invocation, and generic placeholder-style composition patterns. The code is stylistically uniform and structurally clean without residue of iterative authorship or debugging."
68,Python,human,claude-haiku,cot,ai,7,"No human fingerprints observed. Multiple AI markers present: pedagogical type-hint comments (# palinDay :: Int -> [ISO Date]), uniform docstrings applied systematically, demonstration scaffolding with if __name__ == '__main__' block around non-trivial code, placeholder-flavored variable names (s, r, iso, x), and exhaustive edge-case handling (try/except for date validation). The code is structurally clean and stylistically uniform throughout."
69,Python,human,claude-haiku,cot,human,8,"Multiple human fingerprints observed: (1) Typo in comment: 'cordinates' instead of 'coordinates' — characteristic of lived authorship rather than AI. (2) Idiosyncratic style: inconsistent spacing around '=' in keyword arguments ('bg= ' vs 'bg='), and unusual multi-line ternary formatting with the condition split awkwardly across lines. (3) Magic numbers without explanation (x=100, y=100, delta=10) used in a specific context suggesting experimental/iterative development. (4) Informal comment style ('show cordinates in title'). These fingerprints are consistent with code written, debugged, and refined by a human over time."
70,Python,human,claude-haiku,cot,human,7,"The code uses Python 2 syntax (print as statement rather than function), which is an idiosyncratic choice in modern contexts and suggests legacy code written before Python 3 migration — a fingerprint of lived development history. The snippet is also minimalist and pragmatic rather than pedagogically structured, lacking the defensive scaffolding typical of AI-generated code."
71,Python,human,claude-haiku,cot,human,9,"Clear REPL artifact: IPython/interactive Python prompts ('>>>') mixed with code execution and output (len(pairs) → 158, sorted output). This is characteristic of lived exploratory coding—iterative problem-solving in a Python shell—not generated code, which would present as clean, self-contained scripts."
72,Python,human,claude-haiku,cot,ai,7,"No human fingerprints observed: no version annotations, no idiosyncratic style, no commented-out code, no typos or colloquialisms, no debug artifacts. Multiple AI markers present: pedagogically generic function name and parameter names ('result', 'n', 'k'), boilerplate if __name__ == '__main__' scaffolding around trivial demonstration code, and uniform placeholder-style variable naming throughout. The code is structurally clean and featureless of authorial habit."
73,Python,human,claude-haiku,cot,human,7,"The docstring contains an incomplete sentence ('As with list.sort() and random.shuffle this does NOT return') that trails off mid-thought, suggesting unfinished editing rather than polished AI generation. Additionally, the inconsistent docstring formatting (indentation and line breaks) and the informal comment 'we've shuffled it' / 'we've unshuffled it' show colloquial, lived-in style characteristic of human authorship."
74,Python,human,claude-haiku,cot,human,7,"The code exhibits several human fingerprints: inconsistent indentation and whitespace (irregular tabs/spaces throughout), idiosyncratic comment style ('If username already taken, inform it' is colloquial), bare except clauses suggesting debugging pragmatism, and hardcoded database credentials ('devel'/'test') typical of local development. The pedagogical docstrings and boilerplate if __name__ == '__main__' are present but outweighed by the stylistic inconsistencies and practical shortcuts characteristic of human authorship."
75,Python,human,claude-haiku,cot,ai,6,"No human fingerprints observed: no version annotations, no commented-out code, no idiosyncratic style variations, no debug artifacts, no colloquial comments, no distinctive idioms. Weak AI markers present: generic variable names ('program_name', 'arguments', 'count') and straightforward pedagogical structure, but minimal scaffolding. Clean anonymous code lacking evidence of lived debugging or personal iteration."
76,Python,human,claude-haiku,cot,ai,7,"No human fingerprints detected: code is stylistically uniform, comments are pedagogical ('Jaro distance', 'Tests'), and structure includes defensive scaffolding (exhaustive edge-case handling, boilerplate if __name__ == '__main__'). The code exhibits AI hallmarks: placeholder-flavored variable names (s, t, matches), uniform docstrings on trivial functions, and demonstration scaffolding with example test cases. The implementation is clean and impersonal, lacking the idiosyncratic markers of lived debugging experience."
77,Python,human,claude-haiku,cot,human,7,"The code exhibits several human fingerprints: inconsistent spacing around function parameters (def dotp(a,b) vs def crossp(a, b)), a typo in a docstring ('eqi-dimensioned' instead of 'equi-dimensioned'), and idiosyncratic formatting choices such as unpacking vectors into individual variables (a1, a2, a3) rather than using indexing. These are residues of iterative development and personal coding style typical of human-written code."
78,Python,human,claude-haiku,cot,ai,7,"No human fingerprints observed. Code exhibits AI markers: pedagogically trivial demonstration scaffolding (print statements showing input/output), generic placeholder variable names (a, ainv), and the structure of a minimal educational example without authorship residue or idiosyncratic style."
